订单交易时间,订单编号,订单来源,用户ID,会员,首次下单用户,性别,品类,商品单价,购买数量,活动优惠,换货,退货,已评价
2023-03-10,FPGS5497714,直播下单,JL546057,否,否,女,B,199,1,无,0,0,1
2023-03-10,SGZQ5028757,直播下单,JX841319,否,是,女,C,79,1,无,0,0,1
2023-03-10,WSPA1689986,直播下单,VY649460,否,否,男,C,79,3,无,0,1,1
2023-03-10,EVTF3782294,直播下单,IC877565,是,否,女,A,119,1,无,0,0,0
2023-03-11,IFFP6127364,直播下单,FS820200,否,是,女,B,199,3,无,0,0,1
2023-03-11,FNWB9699129,店铺下单,CH615247,否,否,女,A,119,1,有,0,0,1
2023-03-11,IJPV4899585,店铺下单,DA287674,否,是,女,D,59,1,无,0,0,1
2023-03-11,OQOK8687077,店铺下单,MQ269698,是,否,女,B,199,1,无,0,0,0
2023-03-11,TUQK1510702,店铺下单,OY661449,否,否,女,B,199,1,无,0,0,1
2023-03-11,UEJP6632394,店铺下单,RV426094,是,否,女,B,199,1,无,0,0,1
2023-03-11,OWEI3863666,直播下单,MP806243,是,否,女,A,119,1,无,0,1,1
2023-03-11,UDVV2668450,店铺下单,YV355952,否,否,女,A,119,1,无,0,0,1
2023-03-11,JHPK9293536,店铺下单,AP756953,否,否,女,D,59,1,无,0,0,0
2023-03-12,FUKI9393344,店铺下单,HP620998,否,否,女,A,119,1,无,0,0,1
2023-03-12,XRFO3630108,店铺下单,MO272259,否,是,男,B,199,1,无,0,0,0
2023-03-12,FCKQ8320446,店铺下单,NK516366,否,是,女,B,199,1,无,0,0,1
2023-03-12,ETBC8361793,店铺下单,CW363535,否,是,女,B,199,1,无,0,0,0
2023-03-12,KJIX8702843,店铺下单,UM93312,是,否,女,A,119,1,无,0,0,1
2023-03-12,CRMI1269848,店铺下单,QW676743,是,否,女,A,119,1,无,0,0,1
2023-03-12,KYHI660305,店铺下单,VA560641,否,是,女,D,59,1,无,0,0,1
2023-03-12,ECVC3503670,店铺下单,UF173379,否,否,女,A,119,1,无,0,0,1
2023-03-12,YBXZ9434124,店铺下单,RN495355,否,是,女,C,79,1,无,0,0,0
2023-03-12,YWNC5906935,店铺下单,NS499818,是,否,男,A,119,1,无,0,0,0
2023-03-12,CIKN2885630,店铺下单,QD960653,是,否,女,A,119,1,无,1,0,1
2023-03-13,YAWY9140739,直播下单,ZD819293,是,否,女,D,59,1,有,0,0,0
2023-03-13,GRUT6420833,直播下单,TL394824,否,是,女,A,119,1,有,0,0,1
2023-03-13,YPMV1763850,店铺下单,AY24025,否,是,女,C,79,1,无,0,0,1
2023-03-13,FITS3326753,店铺下单,UE126284,是,否,女,A,119,1,无,0,0,0
2023-03-13,PENC473477,店铺下单,YT155204,否,是,女,C,79,1,有,0,0,1
2023-03-13,QAIT5339803,直播下单,RH319519,否,是,男,A,119,1,有,0,0,1
2023-03-13,TLLP6524139,店铺下单,SQ602063,否,是,女,C,79,1,有,0,0,1
2023-03-13,IYUA7421592,直播下单,WD841641,否,是,女,A,119,1,有,0,0,1
2023-03-14,LVDG9968699,店铺下单,MS62617,是,否,女,C,79,1,无,0,0,1
2023-03-14,ERDX9442405,店铺下单,QY962105,是,否,女,D,59,1,无,0,0,0
2023-03-14,ZFJA2392491,店铺下单,GN158750,是,否,女,A,119,1,无,0,1,1
2023-03-14,DQTM9471152,店铺下单,YI235412,否,是,女,A,119,1,无,0,0,1
2023-03-14,WNRH5260705,直播下单,QY962105,是,否,男,D,59,1,无,0,0,0
2023-03-14,NEIP2021356,店铺下单,ZD819293,是,否,女,A,119,1,无,0,0,1
2023-03-14,WZPS5317221,店铺下单,EO621862,是,否,女,D,59,1,无,0,1,0
2023-03-14,NLYE6309954,直播下单,DF818011,是,否,女,B,199,1,有,0,0,0
2023-03-14,ORLH8071894,直播下单,WA299161,否,是,女,C,79,2,无,1,0,1
2023-03-14,VKLG3488843,店铺下单,MI905070,是,否,女,A,119,1,无,0,0,1
2023-03-15,GCMG8322906,店铺下单,TQ733578,否,是,女,A,119,1,无,0,0,0
2023-03-15,HWCG9555149,店铺下单,OG462689,是,否,女,D,59,1,无,0,0,1
2023-03-15,KLMC3643628,直播下单,GT626625,是,否,女,A,119,1,无,0,0,1
2023-03-15,RFTS278646,直播下单,YK984084,否,是,女,C,79,2,无,0,1,1
2023-03-15,UDTX2634407,店铺下单,VM529938,否,否,女,C,79,1,无,0,0,1
2023-03-15,EESC2446547,直播下单,XB201323,否,否,女,D,59,1,无,0,0,1
2023-03-15,LMPZ7741306,店铺下单,SV484622,否,是,男,A,119,1,无,0,0,1
2023-03-15,KLKA9426683,店铺下单,AZ429367,否,是,女,C,79,1,无,0,0,1
2023-03-16,VQLS1112919,店铺下单,FR967917,否,是,女,A,119,1,有,0,0,0
2023-03-16,JNQH3443612,直播下单,IJ43976,是,否,女,A,119,1,有,0,0,1
2023-03-16,MXOP4663904,店铺下单,UE126284,是,否,女,B,199,1,无,0,0,0
2023-03-16,XRRT6778169,直播下单,ST371407,否,否,女,A,119,1,无,0,0,0
2023-03-16,PJLQ8525194,店铺下单,YK112724,是,否,女,A,119,2,无,0,0,0
2023-03-16,BYWS7023083,直播下单,XN599644,是,否,女,A,119,1,无,0,0,1
2023-03-16,KQHI3650985,店铺下单,ST677087,是,否,女,A,119,1,无,0,0,1
2023-03-16,XUAV7634855,直播下单,IM411583,否,是,女,C,79,1,无,0,0,0
2023-03-17,JZIW946658,店铺下单,SZ124963,否,是,女,B,199,1,无,0,0,1
2023-03-17,USKV559624,店铺下单,BT14816,否,否,女,A,119,1,无,0,0,0
2023-03-17,VPTR2358408,店铺下单,EK125467,否,否,女,A,119,1,无,0,0,1
2023-03-17,XXJD404254,直播下单,XB931893,否,是,女,C,79,4,无,0,0,1
2023-03-17,NLAL2051331,店铺下单,MF36662,否,是,男,A,119,1,无,0,0,1
2023-03-17,DMEM1689437,店铺下单,LI755241,否,否,女,D,59,1,无,0,0,1
2023-03-17,WGNW9439526,直播下单,XN599644,否,是,女,B,199,1,无,0,0,1
2023-03-18,BSEJ8011396,店铺下单,GU506223,是,否,女,A,119,1,无,0,0,1
2023-03-18,OHKM4199313,店铺下单,UK79391,否,是,女,D,59,1,有,0,0,1
2023-03-18,IROP4635876,店铺下单,XH701852,否,是,女,B,199,1,无,0,0,0
2023-03-18,JACS2412448,店铺下单,YX935297,否,是,女,B,199,1,无,0,0,1
2023-03-18,LWYH2409376,店铺下单,MJ85744,否,否,男,D,59,1,无,0,0,1
2023-03-18,BOYD4678926,店铺下单,MB43598,否,是,女,A,119,1,无,0,0,0
2023-03-18,APOL8637192,店铺下单,BI777169,否,是,男,C,79,1,无,0,0,1
2023-03-18,EZXW1760741,直播下单,EM971191,是,否,女,C,79,2,无,0,0,1
2023-03-18,XXVE9949021,店铺下单,FV949236,是,否,女,C,79,1,无,0,0,1
2023-03-18,WBZK6675475,直播下单,VM753957,否,是,女,A,119,1,无,0,0,1
2023-03-19,LTBJ4783023,店铺下单,YP873432,否,否,男,B,199,1,无,0,0,1
2023-03-19,CMTT7181905,店铺下单,RS11945,是,否,女,B,199,1,无,0,0,1
2023-03-19,LWYC6704030,店铺下单,OG370194,否,否,女,A,119,1,有,0,0,1
2023-03-19,PGDP5379525,店铺下单,GH269658,是,否,女,C,79,1,无,0,0,1
2023-03-19,EEIL7184931,直播下单,PW985012,否,否,女,D,59,1,无,0,0,1
2023-03-19,JARQ702148,店铺下单,RT736446,是,否,女,C,79,1,无,0,0,0
2023-03-20,CXDQ8944913,店铺下单,KU405743,否,是,男,D,59,1,无,0,0,1
2023-03-20,MKDE3850208,店铺下单,CQ751353,是,否,女,A,119,1,无,0,0,1
2023-03-20,VSYZ4085079,直播下单,PQ233147,否,是,女,D,59,1,无,0,0,1
2023-03-20,VSWX3915806,店铺下单,PY612072,否,是,女,B,199,1,无,0,0,1
2023-03-20,JKFG2949513,店铺下单,SA93037,否,是,女,D,59,1,无,0,0,1
2023-03-20,UYUD9116891,店铺下单,BI30613,否,是,男,A,119,3,无,0,0,1
2023-03-21,TSAS7869263,店铺下单,UI351885,否,是,男,D,59,1,无,0,0,1
2023-03-21,HLXJ5763084,店铺下单,VX854463,是,否,女,A,119,2,无,0,0,1
2023-03-21,ZRUR5589638,店铺下单,QU814846,否,是,女,C,79,1,无,0,0,1
2023-03-21,HNEI8958260,直播下单,HY664996,否,否,女,A,119,1,无,0,0,1
2023-03-21,DWQB7869051,店铺下单,LL332971,是,否,女,C,79,2,无,0,0,0
2023-03-21,NLAB7253186,直播下单,XU713244,否,否,女,C,79,2,无,0,0,1
2023-03-21,DYSO6024156,店铺下单,IY127124,否,是,女,B,199,4,无,0,0,0
2023-03-21,DFAJ6864132,店铺下单,VV859516,否,是,女,A,119,1,无,0,0,1
2023-03-22,GKAX9295741,店铺下单,FU279567,否,是,女,A,119,1,有,0,0,1
2023-03-22,PXUS7186205,店铺下单,EM971191,是,否,女,D,59,1,无,0,0,1
2023-03-22,GRQX5657534,店铺下单,IF536697,否,是,男,D,59,1,无,0,0,1
2023-03-22,LJBS2067552,店铺下单,HI653638,否,是,男,A,119,1,无,0,0,0
2023-03-22,YAJN7956002,店铺下单,SA499904,否,是,女,D,59,1,无,0,0,1
2023-03-22,MBRS8852250,直播下单,ML435581,是,否,女,B,199,2,无,0,0,1
2023-03-22,NUSW3986355,直播下单,AV606942,否,是,女,D,59,1,无,0,0,0
2023-03-22,OAAV2687777,店铺下单,FD146665,否,是,女,A,119,1,有,0,0,1
2023-03-22,KRCO9995726,店铺下单,MW807022,否,是,女,A,119,1,无,0,0,1
2023-03-22,RRDG6963821,直播下单,OG131891,是,否,女,B,199,1,无,0,0,1
2023-03-22,OROG2968293,店铺下单,VO258672,否,是,女,C,79,2,无,0,0,1
2023-03-22,ACGC728689,店铺下单,MR224327,否,否,女,A,119,1,无,0,1,0
2023-03-23,ZYEL3893960,店铺下单,NE893450,否,否,女,A,119,2,无,0,0,1
2023-03-23,KRYG2083502,直播下单,QW883316,否,是,女,A,119,1,无,0,0,1
2023-03-23,SBRO1046215,店铺下单,MG402763,是,否,男,B,199,1,无,0,0,1
2023-03-23,XHSF723362,店铺下单,QU46078,否,是,女,A,119,1,无,0,0,0
2023-03-23,SXIS2424420,店铺下单,OP523754,否,是,男,C,79,1,无,0,0,0
2023-03-23,DYFC8621630,店铺下单,NS885189,是,否,女,A,119,1,无,0,0,1
2023-03-23,KDES712613,店铺下单,RR573328,是,否,女,B,199,1,无,0,0,1
2023-03-23,IZGF6304849,店铺下单,SG1883,是,否,女,A,119,1,无,0,0,0
2023-03-23,GVZJ5605775,店铺下单,RH231869,否,是,男,D,59,1,无,1,0,0
2023-03-23,RBQH7398684,直播下单,QJ316290,否,是,女,C,79,1,无,0,0,0
2023-03-23,IJYM9738100,店铺下单,LF623283,否,是,男,A,119,1,无,0,0,0
2023-03-23,KWIG5812709,店铺下单,ZS223058,是,否,男,A,119,1,无,0,0,1
2023-03-23,BUHD2394271,店铺下单,FQ256226,否,是,女,D,59,1,无,0,1,0
2023-03-23,UZZZ7191895,店铺下单,NA902330,是,否,女,A,119,1,无,0,0,1
2023-03-23,HEPO7423963,直播下单,UW333595,是,否,男,B,199,1,无,0,0,0
2023-03-23,ERYV1722615,店铺下单,FZ500666,否,是,女,A,119,1,无,0,0,1
2023-03-24,ZOBV4841539,店铺下单,KP510739,否,否,女,A,119,1,无,0,0,0
2023-03-24,SYBQ1323502,店铺下单,HS388735,否,是,男,A,119,2,无,0,1,1
2023-03-24,NFRZ7114665,店铺下单,LV301221,是,否,女,A,119,1,无,0,0,0
2023-03-24,CQBV4927671,店铺下单,OG462689,是,否,男,D,59,1,无,0,0,0
2023-03-24,SGEW6768271,直播下单,UD967024,否,否,女,A,119,1,无,0,0,1
2023-03-24,VMXU7729153,直播下单,MX458445,否,是,女,A,119,1,无,0,0,0
2023-03-24,CVMO5057349,店铺下单,IK219028,否,否,女,D,59,1,无,0,0,0
2023-03-24,ZJKD7917596,直播下单,TP957615,否,否,女,A,119,1,无,0,0,0
2023-03-25,UNCM9785743,直播下单,UW333595,是,否,女,C,79,1,无,0,0,0
2023-03-25,FIML5161383,店铺下单,LK425220,否,否,女,A,119,1,无,0,0,1
2023-03-25,EPIO1677262,店铺下单,KN345879,否,是,女,A,119,1,无,0,0,1
2023-03-25,PRIZ3208506,店铺下单,DD226193,是,否,女,A,119,1,无,0,0,0
2023-03-25,NEOI1648997,店铺下单,WH386267,是,否,男,C,79,2,无,0,1,1
2023-03-25,YSQS4752604,店铺下单,HG137745,是,否,女,A,119,1,无,0,0,0
2023-03-25,YBCQ6040362,店铺下单,CB5656,否,是,女,A,119,1,无,0,0,0
2023-03-25,GUNB6089955,店铺下单,IF536697,是,否,女,B,199,1,无,0,0,1
2023-03-26,ZXDZ2407044,店铺下单,RG763871,是,否,女,A,119,1,无,1,1,1
2023-03-26,KZIW9462705,店铺下单,XC885024,否,是,男,B,199,3,无,0,0,0
2023-03-26,YEXS9012636,直播下单,HF413028,否,否,女,D,59,1,无,0,0,1
2023-03-26,ALJG5254023,店铺下单,RH349382,是,否,女,D,59,1,无,0,0,1
2023-03-26,QKRK7343041,直播下单,NS885189,是,否,女,B,199,1,无,0,0,1
2023-03-26,WOZR4077169,店铺下单,PB50183,是,否,女,C,79,1,无,0,0,0
2023-03-26,SUIK5349736,店铺下单,SW739934,否,是,女,A,119,1,无,0,0,1
2023-03-26,DOAW1456939,店铺下单,LE367522,是,否,女,A,119,1,无,0,0,0
2023-03-26,QOVK3260681,店铺下单,YW411080,否,是,女,C,79,1,有,0,0,1
2023-03-26,MACY2135912,直播下单,TY279834,否,是,男,C,79,2,无,0,0,1
2023-03-26,LFYM6158112,店铺下单,CB510704,是,否,女,B,199,1,无,0,0,0
2023-03-27,DXUW1068484,店铺下单,ZH470678,是,否,女,D,59,2,无,0,0,1
2023-03-27,YNLW2168750,直播下单,OA193700,否,是,女,D,59,1,无,0,0,0
2023-03-27,NAYV1694356,直播下单,SQ14796,是,否,女,D,59,1,无,0,0,1
2023-03-27,JAVS6520615,店铺下单,VT88476,否,否,女,A,119,1,无,0,0,1
2023-03-27,BMYD5035595,直播下单,GM685927,否,是,女,A,119,2,无,0,0,1
2023-03-27,QJLM1116904,直播下单,EO849815,否,否,女,C,79,1,无,0,0,1
2023-03-27,PFWT2262077,直播下单,PX336712,是,否,女,A,119,1,无,0,0,1
2023-03-27,OLDB2529307,直播下单,IQ858068,是,否,女,C,79,1,无,0,0,0
2023-03-28,AZQQ6896593,直播下单,UD661329,否,是,女,D,59,1,无,0,0,1
2023-03-28,JTQH2034063,店铺下单,ZL198224,否,否,女,C,79,1,无,0,0,0
2023-03-28,MDFY5102835,店铺下单,TF82004,是,否,女,A,119,1,无,0,0,1
2023-03-28,UNSI617628,直播下单,RL484406,是,否,女,C,79,1,无,0,0,1
2023-03-28,FZUI719063,店铺下单,CF750628,否,是,女,A,119,1,无,0,0,1
2023-03-28,XFOC4901110,店铺下单,WT154107,是,否,女,D,59,2,无,0,0,0
2023-03-28,VWNZ497290,直播下单,IP701514,是,否,女,A,119,1,无,1,0,0
2023-03-28,HHID2675208,直播下单,CH343326,否,是,女,A,119,1,无,0,0,0
2023-03-28,BNGK2490522,店铺下单,DN500248,否,是,女,A,119,1,无,0,0,1
2023-03-28,VRAE7539723,直播下单,JQ773932,否,否,女,A,119,1,有,0,0,1
2023-03-28,GSZM853574,店铺下单,GD636594,否,是,女,C,79,1,无,0,0,0
2023-03-28,JTUY4532218,直播下单,PN832340,是,否,女,A,119,1,无,0,0,1
2023-03-28,BVNM301855,直播下单,CG591648,否,是,女,D,59,1,无,0,0,1
2023-03-28,MANK23865,店铺下单,MJ692598,是,否,女,A,119,1,有,0,0,1
2023-03-28,OORO2567419,店铺下单,IY968404,否,是,女,D,59,1,无,0,0,1
2023-03-29,FSGP5212073,店铺下单,NR656053,否,是,女,A,119,2,无,0,0,0
2023-03-29,MTLU8320821,直播下单,AB684827,否,否,女,D,59,1,无,0,0,1
2023-03-29,FXJK624143,店铺下单,RG947942,否,是,女,A,119,1,无,0,0,0
2023-03-29,LIPP142453,直播下单,VH720162,否,是,女,A,119,1,无,0,0,0
2023-03-29,JYUU3416484,直播下单,RG416190,否,是,女,B,199,1,无,0,0,1
2023-03-29,SWZU7564984,直播下单,CR202938,是,否,女,C,79,1,无,0,0,1
2023-03-29,AVQO5308471,店铺下单,NX450429,否,是,女,D,59,1,无,0,0,0
2023-03-29,YFSY9998049,店铺下单,GN265040,是,否,女,A,119,4,无,0,0,0
2023-03-29,WORP8903619,店铺下单,FX537486,否,是,男,B,199,1,无,0,0,1
2023-03-29,MAOQ6837627,直播下单,PF662671,否,是,女,A,119,1,无,0,0,1
2023-03-29,FHFS7861722,店铺下单,JK376785,否,是,女,D,59,1,无,0,0,1
2023-03-30,GCNY5811148,店铺下单,CL680174,否,否,女,C,79,1,无,0,0,0
2023-03-30,LDZL5302249,店铺下单,XE486882,否,否,女,D,59,1,无,0,0,1
2023-03-30,NPRF8993166,店铺下单,VX290062,否,是,女,B,199,1,有,0,0,1
2023-03-30,FDUN3787236,店铺下单,CN989519,否,是,女,A,119,1,无,0,0,1
2023-03-30,ZNWC1261970,店铺下单,HD581198,是,否,女,C,79,1,有,0,0,0
2023-03-30,LELX4063054,直播下单,AB684827,是,否,女,D,59,1,无,0,0,0
2023-03-30,AQEA3081205,店铺下单,DB291031,否,否,女,D,59,1,无,0,0,1
2023-03-30,YYYR9652022,店铺下单,TX163948,是,否,女,A,119,1,无,0,0,1
2023-03-30,ZMKZ5166919,店铺下单,YZ290027,否,是,女,A,119,1,无,0,0,0
2023-03-30,ZNST2747266,店铺下单,YB752754,是,否,女,C,79,1,无,0,0,1
2023-03-30,ULEV9923557,直播下单,WN341041,是,否,女,D,59,1,无,0,0,1
2023-03-31,PGAF2604413,店铺下单,GW685619,否,是,女,A,119,1,无,0,0,1
2023-03-31,AMUR1529084,店铺下单,ZF950309,是,否,女,A,119,2,无,0,0,1
2023-03-31,EBCF7522473,直播下单,YT328408,否,是,女,C,79,1,无,0,1,1
2023-03-31,SMEY3912771,店铺下单,YR25934,是,否,男,C,79,1,无,0,0,1
2023-03-31,JZJK9981782,店铺下单,LT253680,是,否,女,B,199,1,无,0,0,0
2023-03-31,XLIZ8698692,店铺下单,KK71452,是,否,女,B,199,1,无,0,0,0
2023-03-31,RVPK4489496,店铺下单,UY964974,否,是,女,D,59,1,无,0,0,0
2023-04-01,YAUC8449422,店铺下单,XS160708,否,是,女,D,59,1,无,0,0,1
2023-04-01,QSRM9734851,直播下单,PW873709,是,否,女,A,119,1,无,0,0,1
2023-04-01,NOBL6627020,店铺下单,CF324735,否,是,女,B,199,1,有,0,0,1
2023-04-01,RLTF3107026,直播下单,IJ945682,否,是,女,A,119,2,有,0,0,1
2023-04-01,SWYK3101899,店铺下单,BZ219571,否,是,女,B,199,2,无,0,1,1
2023-04-01,EIRR6738725,店铺下单,OQ837439,否,是,女,D,59,1,无,0,0,1
2023-04-01,QPDK490223,店铺下单,EO757890,否,否,男,D,59,1,无,0,1,0
2023-04-01,FHNZ8556080,店铺下单,UV318765,是,否,女,A,119,1,无,0,0,0
2023-04-02,PMYJ2926325,店铺下单,FO359523,否,否,男,B,199,2,无,0,0,0
2023-04-02,OZPO4823131,直播下单,VI639659,否,是,女,A,119,1,无,0,0,0
2023-04-02,QAUJ7798114,直播下单,RS93470,是,否,女,A,119,1,无,0,0,1
2023-04-02,QCUZ1765584,店铺下单,RV540924,否,否,女,D,59,1,有,0,0,0
2023-04-03,GJZC6589253,店铺下单,YN142292,是,否,女,C,79,1,无,0,0,1
2023-04-03,QBKT8462237,店铺下单,ZJ695118,是,否,女,B,199,1,无,0,0,0
2023-04-03,WHZI7119610,店铺下单,YG774359,否,是,女,D,59,1,无,0,0,0
2023-04-03,KPAB5009026,直播下单,DD226193,是,否,女,D,59,1,无,0,0,0
2023-04-03,UAKP4697254,店铺下单,IJ539919,是,否,女,D,59,4,无,0,1,0
2023-04-03,WKDC8974508,直播下单,AN15674,否,是,女,A,119,1,无,0,0,1
2023-04-04,VYEF6138338,店铺下单,OR570616,是,否,女,D,59,1,无,0,0,0
2023-04-04,LBWN2296829,店铺下单,HI676846,是,否,男,A,119,1,无,0,0,1
2023-04-04,EDNG8362252,店铺下单,NC101443,是,否,女,A,119,1,无,0,0,1
2023-04-04,PJJZ8916092,店铺下单,HD154428,否,否,女,D,59,1,无,0,0,1
2023-04-04,BUJG6308738,店铺下单,BZ268145,否,是,女,A,119,1,无,0,0,0
2023-04-04,VFRV3122826,直播下单,MW195305,是,否,女,B,199,2,无,0,0,1
2023-04-04,MQUN8410162,店铺下单,CH184866,否,否,女,C,79,1,有,0,0,0
2023-04-04,RPZE4153147,直播下单,BZ219571,是,否,男,D,59,2,有,0,0,1
2023-04-05,NHGW4811802,店铺下单,UG500803,是,否,女,A,119,1,无,0,0,0
2023-04-05,JOIL298971,店铺下单,TR30779,是,否,女,C,79,2,无,0,0,0
2023-04-05,MPZA4746267,直播下单,SV484622,是,否,男,C,79,1,无,0,0,1
2023-04-05,PUOE9023357,直播下单,ZJ695118,否,否,女,A,119,1,无,0,0,1
2023-04-05,EFWN5144837,直播下单,OV934138,否,是,女,C,79,1,无,0,0,1
2023-04-06,PYLJ6977440,店铺下单,XI277186,否,是,女,A,119,2,无,0,0,1
2023-04-06,GUOB6407556,店铺下单,CE970485,否,是,女,A,119,1,无,0,0,0
2023-04-06,NRMI4862117,店铺下单,WE631243,是,否,女,A,119,1,无,0,0,1
2023-04-06,GDHW8032671,店铺下单,ZP39821,是,否,女,A,119,1,无,0,0,1
2023-04-06,VVET447254,店铺下单,IQ943263,否,否,男,B,199,1,无,0,0,1
2023-04-06,LEMV8335615,店铺下单,QM207074,否,是,女,C,79,1,无,0,0,1
2023-04-06,VOGE3430622,直播下单,HW478506,是,否,女,C,79,1,有,0,0,0
2023-04-06,RBDW1224250,店铺下单,MH360904,是,否,女,D,59,1,无,0,1,1
2023-04-06,FVXR2684561,店铺下单,GY754164,否,是,女,D,59,1,无,0,0,1
2023-04-06,BIDS7494680,店铺下单,YR25934,是,否,男,A,119,1,无,0,0,1
2023-04-06,RFOO460391,店铺下单,TG866150,是,否,男,A,119,1,无,0,0,1
2023-04-06,GSXL2670583,店铺下单,RY569081,否,是,男,A,119,1,无,0,0,0
2023-04-06,WSZH7293390,直播下单,DG190557,否,是,女,A,119,1,无,0,0,0
2023-04-06,IRPS7767861,店铺下单,YU614965,是,否,女,A,119,1,无,0,0,1
2023-04-06,RAVN3758592,直播下单,GE710225,否,是,女,A,119,2,无,0,0,1
2023-04-07,PJWE6834259,店铺下单,NE605471,否,是,女,D,59,1,无,0,0,1
2023-04-07,IBQJ3877357,店铺下单,QY962105,是,否,女,A,119,1,无,0,0,0
2023-04-07,XJZH1113407,店铺下单,QU445079,是,否,女,C,79,1,有,0,0,1
2023-04-07,YZQH1918219,店铺下单,PN14111,否,否,女,B,199,1,无,0,0,1
2023-04-07,VCOO2060674,直播下单,BI497128,否,是,女,D,59,1,无,0,0,0
2023-04-07,KEZR5313756,店铺下单,DB321287,否,是,女,C,79,1,有,0,0,1
2023-04-07,QGCG1659130,店铺下单,GM685927,是,否,女,B,199,2,无,0,0,1
2023-04-07,YFYG5827313,店铺下单,AP756953,是,否,女,A,119,1,无,0,0,0
2023-04-07,WDCA207015,直播下单,CG591648,是,否,女,D,59,1,无,0,0,1
2023-04-07,AZDH8926421,店铺下单,RU662036,是,否,女,D,59,1,无,0,0,1
2023-04-08,GNRQ9800233,店铺下单,BB930444,是,否,女,B,199,1,无,0,0,0
2023-04-08,SOLF6002090,店铺下单,PX743372,否,是,女,C,79,1,无,0,0,1
2023-04-08,LBHS8484177,店铺下单,UP435113,否,否,女,A,119,1,无,0,0,1
2023-04-08,IQRC8997011,店铺下单,BD138549,是,否,女,C,79,1,无,0,0,1
2023-04-08,AEZB2304419,店铺下单,ST677087,是,否,女,A,119,1,无,0,0,1
2023-04-08,FPTD9808667,直播下单,XE402957,否,是,女,A,119,1,无,0,0,1
2023-04-08,WVBU2258423,店铺下单,DO816542,否,是,女,B,199,1,无,0,0,0
2023-04-08,UFVR5253827,店铺下单,IF451120,否,是,女,D,59,1,无,0,0,1
2023-04-08,TWOA1047679,店铺下单,EO785385,是,否,女,A,119,1,无,0,1,1
2023-04-08,JPXK1804997,店铺下单,JM793556,是,否,女,A,119,1,无,0,0,1
2023-04-08,KZBM9351630,店铺下单,VQ312509,否,否,女,B,199,1,无,0,1,0
2023-04-09,UAOX4543707,直播下单,AS261944,否,是,女,A,119,1,无,0,0,0
2023-04-09,PCKW8262137,直播下单,JN742479,是,否,女,B,199,1,无,0,0,0
2023-04-09,VPPA4050306,店铺下单,HD265686,否,是,女,B,199,1,无,0,0,1
2023-04-09,FQAB1471785,店铺下单,IX71508,否,是,男,B,199,1,无,0,0,0
2023-04-09,FABQ8286972,店铺下单,DE84678,否,是,女,A,119,2,无,0,0,1
2023-04-09,BOGL4585410,店铺下单,PF304337,是,否,女,D,59,1,无,0,0,0
2023-04-09,KYWX384193,店铺下单,NI301207,是,否,女,D,59,1,无,0,0,1
2023-04-09,VGWG5645808,店铺下单,VR219159,否,是,女,A,119,1,无,0,0,1
2023-04-09,EYLL6390998,店铺下单,ED126135,否,是,女,D,59,1,无,0,0,0
2023-04-09,GWCA8414625,店铺下单,OR570616,否,是,女,C,79,1,无,0,0,0
2023-04-09,TQWB328397,店铺下单,QK153471,是,否,女,A,119,1,无,0,0,0
2023-04-09,HUUX1156940,直播下单,QJ14625,否,是,女,C,79,1,无,0,0,1
2023-04-09,CHST2781160,直播下单,PP564987,否,是,女,A,119,2,无,0,0,1
2023-04-09,OYGI6261644,直播下单,AR847500,否,是,女,C,79,1,有,0,0,1
2023-04-09,QWHT8671232,店铺下单,FR180172,否,是,女,A,119,1,无,0,0,0
2023-04-10,CCLO3524585,店铺下单,VH805657,否,是,女,A,119,1,无,0,0,1
2023-04-10,OEUX9134650,直播下单,JQ191662,是,否,女,D,59,1,无,0,0,1
2023-04-10,YXRS1369818,店铺下单,LT208057,否,否,女,B,199,1,无,0,0,1
2023-04-10,GTPP9716157,店铺下单,UW604574,否,是,女,A,119,1,无,0,0,1
2023-04-10,LDEQ5908707,直播下单,OG406971,否,是,女,C,79,2,无,0,0,0
2023-04-10,WQEY1422406,店铺下单,FQ837467,否,是,女,A,119,1,无,0,0,1
2023-04-10,HGAN911289,直播下单,SZ319666,否,否,女,C,79,1,无,0,0,1
2023-04-10,BJAE3443645,直播下单,CX943296,否,否,女,A,119,1,无,0,0,1
2023-04-10,RSKT9448916,直播下单,MU304437,是,否,男,B,199,2,无,0,0,0
2023-04-11,ZLEP2945810,店铺下单,UJ226077,否,是,男,A,119,1,无,0,0,0
2023-04-11,ZKSL3232188,店铺下单,SW668904,否,是,女,D,59,1,无,0,0,1
2023-04-11,VKWK4060323,直播下单,QM957173,是,否,女,C,79,1,无,0,0,0
2023-04-11,MNCT7310830,店铺下单,DA737222,否,是,男,A,119,1,有,0,0,1
2023-04-11,ZNNJ2942704,直播下单,FR893291,是,否,女,A,119,1,无,0,0,1
2023-04-11,YLGF4884542,店铺下单,OF70496,是,否,女,A,119,1,无,0,0,1
2023-04-11,LAXQ4673928,店铺下单,GS427877,否,否,男,A,119,1,无,0,0,1
2023-04-11,ZJQL9387196,店铺下单,SF110267,否,否,男,B,199,1,无,0,0,0
2023-04-11,EBRJ3214139,直播下单,IZ856027,否,否,女,D,59,1,无,0,0,1
2023-04-12,KEVN8257141,直播下单,YL243278,否,是,女,D,59,1,无,0,0,1
2023-04-12,EUZB15140,直播下单,PP367593,否,是,女,D,59,1,无,0,0,1
